contact_id,customer_id,contact_type,contact_value,is_primary,verified,created_at
31,9,address,"ст. Губкинский, пер. Горный, д. 582 к. 62, 584143",True,False,2024-10-08 07:31:53
32,9,phone,8 (424) 981-8299,False,False,2024-10-08 07:31:53
33,10,phone,+7 (299) 590-01-09,True,True,2025-04-26 08:08:34
34,10,email,элеонора.козлова10@example.kz,True,True,2025-04-26 08:08:34
35,10,address,"ст. Холмск, пер. Совхозный, д. 9/5 к. 8, 647102",True,False,2025-04-26 08:08:34
36,11,phone,8 (677) 359-25-55,True,True,2024-10-24 18:42:31
37,11,email,феликс.лазарев11@example.kz,True,True,2024-10-24 18:42:31
38,11,address,"ст. Обнинск, пер. Веселый, д. 4 стр. 2/5, 321046",True,False,2024-10-24 18:42:31
39,11,phone,86325953278,False,False,2024-10-24 18:42:31
40,12,phone,8 (747) 016-87-33,True,True,2024-12-07 23:35:44
41,12,email,трифон.гаврилов12@example.kz,True,True,2024-12-07 23:35:44
42,12,address,"г. Лесной (Сверд.), пер. Чайкиной, д. 9 к. 316, 565060",True,False,2024-12-07 23:35:44
43,13,phone,88358416878,True,True,2024-08-03 07:49:57
44,13,email,елена.третьякова13@example.kz,True,True,2024-08-03 07:49:57
45,13,address,"п. Владимир, наб. Лазо, д. 3 к. 99, 800025",True,False,2024-08-03 07:49:57
46,13,phone,8 (872) 982-59-52,False,False,2024-08-03 07:49:57
47,14,phone,8 949 588 87 94,True,True,2024-02-14 01:39:45
48,14,email,харитон.матвеев14@example.kz,True,True,2024-02-14 01:39:45
49,14,address,"к. Надым, ул. Баумана, д. 1 стр. 5/4, 972896",True,False,2024-02-14 01:39:45
50,14,phone,+7 (309) 130-75-62,False,False,2024-02-14 01:39:45
51,15,phone,8 368 970 28 38,True,True,2025-07-22 09:06:26
52,15,email,агата.мишина15@example.kz,True,True,2025-07-22 09:06:26
53,15,address,"д. Октябрьский (Башк.), алл. Высоцкого, д. 9 к. 5, 334843",True,False,2025-07-22 09:06:26
54,16,phone,+74375758441,True,True,2023-12-27 13:46:17
55,16,email,гордей.игнатов16@example.kz,True,True,2023-12-27 13:46:17
56,16,address,"ст. Нефтегорск (Самар.), наб. Западная, д. 2, 747338",True,False,2023-12-27 13:46:17
57,16,phone,+78421993308,False,False,2023-12-27 13:46:17
58,17,phone,+7 (301) 657-1208,True,True,2025-09-07 21:03:16
59,17,email,панфил.александров17@example.kz,True,True,2025-09-07 21:03:16
60,17,address,"клх Сортавала, бул. Крымский, д. 6 к. 1, 938026",True,False,2025-09-07 21:03:16
61,17,phone,+7 (067) 240-04-99,False,False,2025-09-07 21:03:16
62,18,phone,+7 547 887 28 74,True,True,2023-04-08 04:12:51
63,18,email,ирина.степанова18@example.kz,True,True,2023-04-08 04:12:51
64,18,address,"к. Жигулевск, пр. Иркутский, д. 60 стр. 4, 966851",True,False,2023-04-08 04:12:51
65,19,phone,8 122 753 04 63,True,True,2023-07-21 22:05:30
66,19,email,екатерина.кондратьева19@example.kz,True,True,2023-07-21 22:05:30
67,19,address,"к. Махачкала, бул. Заречный, д. 6 стр. 20, 426841",True,False,2023-07-21 22:05:30
68,20,phone,+75933272795,True,True,2023-05-14 23:52:04
69,20,email,лукия.орлова20@example.kz,True,True,2023-05-14 23:52:04
70,20,address,"ст. Углегорск, ш. Красноярское, д. 29 стр. 9/6, 910883",True,False,2023-05-14 23:52:04
71,20,phone,88225871397,False,False,2023-05-14 23:52:04
72,21,phone,+7 870 728 67 90,True,True,2024-12-23 10:55:18
73,21,email,вадим.щербаков21@example.kz,True,True,2024-12-23 10:55:18
74,21,address,"клх Апатиты, наб. Школьная, д. 29 к. 265, 170462",True,False,2024-12-23 10:55:18
75,22,phone,+7 (656) 766-18-25,True,True,2024-06-17 23:40:42
76,22,email,антонина.ефимова22@example.kz,True,True,2024-06-17 23:40:42
77,22,address,"д. Палана, алл. Главная, д. 804 стр. 9/7, 375243",True,False,2024-06-17 23:40:42
78,22,phone,+7 069 033 11 90,False,False,2024-06-17 23:40:42
79,23,phone,8 (903) 067-38-30,True,True,2024-02-11 14:45:09
80,23,email,мечислав.елисеев23@example.kz,True,True,2024-02-11 14:45:09
81,23,address,"п. Чайковский, пер. Ломоносова, д. 34 к. 56, 089268",True,False,2024-02-11 14:45:09
82,24,phone,8 (056) 856-62-46,True,True,2025-05-20 18:08:16
83,24,email,иванна.константинова24@example.kz,True,True,2025-05-20 18:08:16
84,24,address,"п. Кимры, ш. Среднее, д. 1/9 к. 7/9, 634351",True,False,2025-05-20 18:08:16
85,24,phone,8 (518) 304-69-90,False,False,2025-05-20 18:08:16
86,25,phone,+7 398 373 54 03,True,True,2023-11-30 08:31:44
87,25,email,аникей.артемьев25@example.kz,True,True,2023-11-30 08:31:44
88,25,address,"клх Сосьва (Хант.), бул. Логовой, д. 4/9, 467854",True,False,2023-11-30 08:31:44
89,25,phone,+75877175355,False,False,2023-11-30 08:31:44
90,26,phone,8 093 204 89 96,True,True,2025-10-26 10:33:39
91,26,email,родион.беляков26@example.kz,True,True,2025-10-26 10:33:39
92,26,address,"п. Мытищи, пр. Высоковольтный, д. 9/6, 777252",True,False,2025-10-26 10:33:39
93,26,phone,+7 (872) 808-01-00,False,False,2025-10-26 10:33:39
94,27,phone,8 231 203 87 50,True,True,2024-08-18 16:42:33
95,27,email,владилен.туров27@example.kz,True,True,2024-08-18 16:42:33
96,27,address,"г. Азов (Рост.), пер. Морозова, д. 508 стр. 1, 211823",True,False,2024-08-18 16:42:33
97,28,phone,+7 (984) 546-1567,True,True,2025-04-08 11:39:47
98,28,email,наркис.федоров28@example.kz,True,True,2025-04-08 11:39:47
99,28,address,"к. Валдай, ш. Речное, д. 766 стр. 1/1, 176591",True,False,2025-04-08 11:39:47
100,29,phone,8 (033) 974-0148,True,True,2023-08-24 23:20:51
101,29,email,устин.анисимов29@example.kz,True,True,2023-08-24 23:20:51
102,29,address,"ст. Можга, алл. Средняя, д. 2/5, 939685",True,False,2023-08-24 23:20:51
103,30,phone,8 218 501 63 15,True,True,2024-11-19 01:47:56
104,30,email,юлия.доронина30@example.kz,True,True,2024-11-19 01:47:56
105,30,address,"г. Кущевская, пр. Курский, д. 9 к. 7/3, 194311",True,False,2024-11-19 01:47:56
106,31,phone,+72626551104,True,True,2023-09-10 08:53:33
107,31,email,майя.игнатьева31@example.kz,True,True,2023-09-10 08:53:33
108,31,address,"ст. Куртамыш, алл. Базарная, д. 86, 101581",True,False,2023-09-10 08:53:33
109,32,phone,89560466183,True,True,2023-07-12 09:44:12
110,32,email,евдокия.крюкова32@example.kz,True,True,2023-07-12 09:44:12
111,32,address,"п. Дзержинск, наб. Флотская, д. 3/2 к. 56, 471543",True,False,2023-07-12 09:44:12
112,32,phone,8 (993) 712-40-65,False,False,2023-07-12 09:44:12
113,33,phone,86575692459,True,True,2024-08-17 06:11:45
114,33,email,ангелина.соловьева33@example.kz,True,True,2024-08-17 06:11:45
115,33,address,"к. Ижевск, наб. Мира, д. 4/6 к. 5/7, 193982",True,False,2024-08-17 06:11:45
116,33,phone,8 (073) 741-6724,False,False,2024-08-17 06:11:45
117,34,phone,+7 (426) 617-9796,True,True,2025-02-20 15:45:53
118,34,email,елизавета.мамонтова34@example.kz,True,True,2025-02-20 15:45:53
119,34,address,"ст. Новосибирск, ш. Кольцевое, д. 335 стр. 696, 101438",True,False,2025-02-20 15:45:53
120,35,phone,8 (899) 375-6798,True,True,2025-12-16 01:25:52
121,35,email,кира.федорова35@example.kz,True,True,2025-12-16 01:25:52
122,35,address,"г. Старый Оскол, наб. Карбышева, д. 612, 573875",True,False,2025-12-16 01:25:52
123,36,phone,8 (177) 514-01-05,True,True,2024-11-15 08:55:24
124,36,email,игорь.князев36@example.kz,True,True,2024-11-15 08:55:24
125,36,address,"клх Корсаков, алл. Большая, д. 9 стр. 8/4, 226609",True,False,2024-11-15 08:55:24
126,37,phone,+7 (796) 603-3419,True,True,2024-05-27 04:56:21
127,37,email,антонина.щербакова37@example.kz,True,True,2024-05-27 04:56:21
128,37,address,"к. Мурманск, пр. Торговый, д. 8, 969691",True,False,2024-05-27 04:56:21
129,38,phone,8 579 249 9125,True,True,2025-10-19 02:45:01
130,38,email,ирина.панова38@example.kz,True,True,2025-10-19 02:45:01
131,38,address,"к. Гдов, наб. Малая, д. 7/3, 627828",True,False,2025-10-19 02:45:01
132,38,phone,+7 (742) 257-90-50,False,False,2025-10-19 02:45:01
133,39,phone,8 (236) 887-67-67,True,True,2024-01-25 14:15:35
134,39,email,майя.сорокина39@example.kz,True,True,2024-01-25 14:15:35
135,39,address,"г. Хабаровск, ш. Проточное, д. 1, 384279",True,False,2024-01-25 14:15:35
136,40,phone,8 (881) 914-85-80,True,True,2024-09-05 07:18:32
137,40,email,моисей.казаков40@example.kz,True,True,2024-09-05 07:18:32
138,40,address,"с. Волоколамск, ш. Покровское, д. 1 стр. 5/6, 713395",True,False,2024-09-05 07:18:32
139,41,phone,86292330958,True,True,2024-09-21 21:39:44
140,41,email,епифан.агафонов41@example.kz,True,True,2024-09-21 21:39:44
141,41,address,"к. Лянтор, пер. Черемуховый, д. 126 к. 3, 325367",True,False,2024-09-21 21:39:44
142,42,phone,+7 (946) 671-16-84,True,True,2024-10-08 01:28:53
143,42,email,ираида.филатова42@example.kz,True,True,2024-10-08 01:28:53
144,42,address,"с. Мценск, ул. Студенческая, д. 6/2 стр. 4/7, 745458",True,False,2024-10-08 01:28:53
145,42,phone,82975001701,False,False,2024-10-08 01:28:53
146,43,phone,+7 (770) 632-42-41,True,True,2024-10-31 08:29:45
147,43,email,анжела.кошелева43@example.kz,True,True,2024-10-31 08:29:45
148,43,address,"г. Обоянь, бул. Мелиоративный, д. 464 стр. 2/2, 371293",True,False,2024-10-31 08:29:45
149,44,phone,8 (700) 516-2713,True,True,2023-07-28 19:31:26
150,44,email,глафира.лукина44@example.kz,True,True,2023-07-28 19:31:26
151,44,address,"клх Волоколамск, наб. Нахимова, д. 3, 221890",True,False,2023-07-28 19:31:26
152,44,phone,82753269731,False,False,2023-07-28 19:31:26
153,45,phone,+7 219 656 52 34,True,True,2024-08-10 22:51:28
154,45,email,иннокентий.сорокин45@example.kz,True,True,2024-08-10 22:51:28
155,45,address,"д. Шаховская, бул. Балтийский, д. 943 стр. 56, 376137",True,False,2024-08-10 22:51:28
156,46,phone,81805526965,True,True,2023-08-11 13:05:17
157,46,email,роман.щербаков46@example.kz,True,True,2023-08-11 13:05:17
158,46,address,"ст. Брянск, пер. Профсоюзный, д. 143, 684866",True,False,2023-08-11 13:05:17
159,46,phone,8 188 924 14 18,False,False,2023-08-11 13:05:17
160,47,phone,+7 (285) 691-4630,True,True,2024-10-02 18:15:41
161,47,email,касьян.стрелков47@example.kz,True,True,2024-10-02 18:15:41
162,47,address,"с. Гатчина, пер. Горный, д. 3 к. 102, 758842",True,False,2024-10-02 18:15:41
163,47,phone,8 241 056 4814,False,False,2024-10-02 18:15:41
164,48,phone,81778507925,True,True,2024-09-14 03:43:31
165,48,email,федосий.поляков48@example.kz,True,True,2024-09-14 03:43:31
166,48,address,"ст. Волхов, бул. Пограничный, д. 18 стр. 103, 562208",True,False,2024-09-14 03:43:31
167,48,phone,8 353 654 19 51,False,False,2024-09-14 03:43:31
168,49,phone,8 (023) 806-1744,True,True,2024-12-05 05:37:24
169,49,email,любосмысл.одинцов49@example.kz,True,True,2024-12-05 05:37:24
170,49,address,"д. Середниково, наб. Путейская, д. 5, 759738",True,False,2024-12-05 05:37:24
171,49,phone,+7 (206) 038-5050,False,False,2024-12-05 05:37:24
172,50,phone,8 413 836 70 24,True,True,2024-04-04 15:16:12
173,50,email,аполлон.данилов50@example.kz,True,True,2024-04-04 15:16:12
174,50,address,"п. Тосно, бул. Жуковского, д. 2/2 к. 26, 623445",True,False,2024-04-04 15:16:12
175,50,phone,8 557 431 32 91,False,False,2024-04-04 15:16:12
176,51,phone,+7 (127) 756-18-53,True,True,2024-07-05 07:01:43
177,51,email,александра.константинова51@example.kz,True,True,2024-07-05 07:01:43
178,51,address,"с. Кунгур, ул. Авиационная, д. 1, 521356",True,False,2024-07-05 07:01:43
179,51,phone,8 (044) 206-7883,False,False,2024-07-05 07:01:43
180,52,phone,+7 712 100 32 36,True,True,2025-04-04 06:52:31
181,52,email,лука.власов52@example.kz,True,True,2025-04-04 06:52:31
182,52,address,"д. Черский, ш. Линейное, д. 813 к. 61, 070296",True,False,2025-04-04 06:52:31
183,52,phone,8 706 625 32 44,False,False,2025-04-04 06:52:31
184,53,phone,8 (209) 993-47-68,True,True,2024-03-06 10:52:52
185,53,email,ираида.голубева53@example.kz,True,True,2024-03-06 10:52:52
186,53,address,"г. Лагань, алл. Маркса Карла, д. 48 к. 865, 598564",True,False,2024-03-06 10:52:52
187,54,phone,+7 (059) 304-07-85,True,True,2023-05-14 15:57:16
188,54,email,екатерина.сысоева54@example.kz,True,True,2023-05-14 15:57:16
189,54,address,"г. Котлас, алл. Физкультурная, д. 739 стр. 3, 395590",True,False,2023-05-14 15:57:16
190,54,phone,8 992 937 8427,False,False,2023-05-14 15:57:16
191,55,phone,+7 103 930 8705,True,True,2025-11-09 13:44:52
192,55,email,ферапонт.шашков55@example.kz,True,True,2025-11-09 13:44:52
193,55,address,"к. Ижевск, ул. Рабочая, д. 39 к. 285, 691545",True,False,2025-11-09 13:44:52
194,56,phone,+7 (267) 528-95-39,True,True,2025-08-18 23:37:10
195,56,email,лука.соболев56@example.kz,True,True,2025-08-18 23:37:10
196,56,address,"к. Магас, алл. Молодежная, д. 1/3, 939172",True,False,2025-08-18 23:37:10
197,57,phone,8 135 521 5704,True,True,2024-09-17 03:58:57
198,57,email,полина.афанасьева57@example.kz,True,True,2024-09-17 03:58:57
199,57,address,"клх Борзя, наб. Олимпийская, д. 806 к. 3/7, 658617",True,False,2024-09-17 03:58:57
200,57,phone,83271040541,False,False,2024-09-17 03:58:57
201,58,phone,+7 526 218 15 99,True,True,2024-07-31 04:32:54
202,58,email,оксана.баранова58@example.kz,True,True,2024-07-31 04:32:54
203,58,address,"с. Забайкальск, пр. Депутатский, д. 415 стр. 96, 443106",True,False,2024-07-31 04:32:54
204,58,phone,88720506149,False,False,2024-07-31 04:32:54
205,59,phone,8 (310) 324-17-14,True,True,2023-04-29 19:16:01
206,59,email,иванна.кудрявцева59@example.kz,True,True,2023-04-29 19:16:01
207,59,address,"с. Кунгур, бул. Красина, д. 75, 270477",True,False,2023-04-29 19:16:01
208,60,phone,+73490211586,True,True,2024-04-25 14:37:54
209,60,email,зинаида.кононова60@example.kz,True,True,2024-04-25 14:37:54
210,60,address,"ст. Оса, пр. Шишкина, д. 57 стр. 960, 172233",True,False,2024-04-25 14:37:54
211,61,phone,+7 (061) 632-94-51,True,True,2024-04-16 02:06:16
212,61,email,феликс.беляков61@example.kz,True,True,2024-04-16 02:06:16
213,61,address,"д. Переславль-Залесский, наб. Томская, д. 1/9 стр. 2/7, 299911",True,False,2024-04-16 02:06:16
214,61,phone,81485646799,False,False,2024-04-16 02:06:16
215,62,phone,8 (024) 629-96-06,True,True,2025-07-22 12:40:14
216,62,email,иванна.дементьева62@example.kz,True,True,2025-07-22 12:40:14
217,62,address,"г. Сорочинск, наб. Южная, д. 5 к. 5, 132475",True,False,2025-07-22 12:40:14
218,62,phone,+76913736785,False,False,2025-07-22 12:40:14
219,63,phone,+7 821 486 2890,True,True,2025-03-15 02:16:23
220,63,email,фотий.котов63@example.kz,True,True,2025-03-15 02:16:23
221,63,address,"ст. Кандалакша, алл. Спортивная, д. 1/6, 457861",True,False,2025-03-15 02:16:23
222,63,phone,+7 357 972 7985,False,False,2025-03-15 02:16:23
223,64,phone,8 241 406 0293,True,True,2024-08-05 06:06:18
224,64,email,фортунат.власов64@example.kz,True,True,2024-08-05 06:06:18
225,64,address,"клх Каргасок, бул. Специалистов, д. 307 к. 19, 494466",True,False,2024-08-05 06:06:18
226,65,phone,8 743 748 9691,True,True,2025-10-01 10:05:54
227,65,email,майя.полякова65@example.kz,True,True,2025-10-01 10:05:54
228,65,address,"д. Шадринск, наб. Победы, д. 671 стр. 6, 443283",True,False,2025-10-01 10:05:54
229,66,phone,+7 965 207 4466,True,True,2025-09-16 19:43:48
230,66,email,всеслав.панфилов66@example.kz,True,True,2025-09-16 19:43:48
231,66,address,"д. Холмск, наб. Минская, д. 6/9, 282417",True,False,2025-09-16 19:43:48
232,67,phone,+7 (482) 513-53-46,True,True,2024-10-06 21:29:32
233,67,email,семен.тарасов67@example.kz,True,True,2024-10-06 21:29:32
234,67,address,"к. Черняховск, пр. Пригородный, д. 1/2 к. 4/9, 684602",True,False,2024-10-06 21:29:32
235,68,phone,+7 (356) 972-52-17,True,True,2024-09-26 05:18:48
236,68,email,анисим.самойлов68@example.kz,True,True,2024-09-26 05:18:48
237,68,address,"к. Беслан, пр. Бульварный, д. 32, 129666",True,False,2024-09-26 05:18:48
238,69,phone,8 760 083 50 58,True,True,2024-12-14 14:35:34
239,69,email,валерия.степанова69@example.kz,True,True,2024-12-14 14:35:34
240,69,address,"клх Адлер, бул. Новгородский, д. 55 стр. 71, 210447",True,False,2024-12-14 14:35:34
241,69,phone,8 (985) 625-7532,False,False,2024-12-14 14:35:34
242,70,phone,8 033 230 98 21,True,True,2023-06-06 12:40:19
243,70,email,гордей.вишняков70@example.kz,True,True,2023-06-06 12:40:19
244,70,address,"с. Краснотурьинск, пер. Сосновый, д. 110 стр. 767, 847230",True,False,2023-06-06 12:40:19
245,70,phone,+76184992618,False,False,2023-06-06 12:40:19
246,71,phone,81411739348,True,True,2025-12-12 12:40:49
247,71,email,наталья.кириллова71@example.kz,True,True,2025-12-12 12:40:49
248,71,address,"клх Поярково, алл. Вокзальная, д. 4/8 к. 4, 011972",True,False,2025-12-12 12:40:49
249,71,phone,+7 811 437 44 70,False,False,2025-12-12 12:40:49
250,72,phone,+7 204 556 11 00,True,True,2025-07-26 18:48:07
251,72,email,ангелина.блинова72@example.kz,True,True,2025-07-26 18:48:07
252,72,address,"к. Новороссийка, пер. Флотский, д. 355 к. 866, 676212",True,False,2025-07-26 18:48:07
253,73,phone,+7 216 979 7296,True,True,2024-02-05 05:31:31
254,73,email,марина.кириллова73@example.kz,True,True,2024-02-05 05:31:31
255,73,address,"ст. Гудермес, пр. Урожайный, д. 8/1 к. 145, 588916",True,False,2024-02-05 05:31:31
256,74,phone,+7 (756) 289-0028,True,True,2025-03-26 09:02:28
257,74,email,руслан.лобанов74@example.kz,True,True,2025-03-26 09:02:28
258,74,address,"ст. Заводоуковск, ш. Победа, д. 4, 408386",True,False,2025-03-26 09:02:28
259,75,phone,8 317 797 17 75,True,True,2023-10-12 19:51:58
260,75,email,зоя.лыткина75@example.kz,True,True,2023-10-12 19:51:58
261,75,address,"клх Анапа, пр. Коммуны, д. 188, 994883",True,False,2023-10-12 19:51:58
262,76,phone,8 (550) 375-89-97,True,True,2025-02-25 20:56:45
263,76,email,фадей.самойлов76@example.kz,True,True,2025-02-25 20:56:45
264,76,address,"г. Владимир, алл. Центральная, д. 6 стр. 9, 102726",True,False,2025-02-25 20:56:45
265,77,phone,+7 493 316 37 35,True,True,2024-07-12 12:55:27
266,77,email,автоном.федосеев77@example.kz,True,True,2024-07-12 12:55:27
267,77,address,"г. Яшкуль, пер. Волжский, д. 8/9 стр. 17, 869782",True,False,2024-07-12 12:55:27
268,77,phone,82216995866,False,False,2024-07-12 12:55:27
269,78,phone,83465472269,True,True,2025-08-16 22:37:26
270,78,email,валерия.федосеева78@example.kz,True,True,2025-08-16 22:37:26
271,78,address,"клх Усть-Калманка, алл. Путейская, д. 59 стр. 3, 885158",True,False,2025-08-16 22:37:26
272,79,phone,8 (996) 846-08-10,True,True,2023-09-18 06:29:44
273,79,email,синклитикия.ситникова79@example.kz,True,True,2023-09-18 06:29:44
274,79,address,"г. Белый Яр (Томск.), наб. Приморская, д. 5, 043805",True,False,2023-09-18 06:29:44
275,80,phone,8 (198) 386-38-40,True,True,2023-05-29 07:42:09
276,80,email,ираида.комиссарова80@example.kz,True,True,2023-05-29 07:42:09
277,80,address,"с. Мичуринск, ул. Полевая, д. 4 стр. 4/6, 347212",True,False,2023-05-29 07:42:09
278,80,phone,+7 (816) 064-84-22,False,False,2023-05-29 07:42:09
279,81,phone,84057202590,True,True,2024-04-10 10:42:20
280,81,email,лукия.макарова81@example.kz,True,True,2024-04-10 10:42:20
281,81,address,"ст. Хоста, наб. Станционная, д. 9 стр. 92, 826886",True,False,2024-04-10 10:42:20
282,82,phone,+7 533 555 43 98,True,True,2024-12-03 05:57:22
283,82,email,кира.кудряшова82@example.kz,True,True,2024-12-03 05:57:22
284,82,address,"г. Нефтекамск, алл. Петровская, д. 256 к. 5/9, 085887",True,False,2024-12-03 05:57:22
285,82,phone,8 (043) 581-12-88,False,False,2024-12-03 05:57:22
286,83,phone,+7 133 613 8612,True,True,2024-01-10 09:46:21
287,83,email,галина.панова83@example.kz,True,True,2024-01-10 09:46:21
288,83,address,"клх Надым, ул. Уральская, д. 924, 934667",True,False,2024-01-10 09:46:21
289,83,phone,8 650 618 09 19,False,False,2024-01-10 09:46:21
290,84,phone,+7 158 144 9147,True,True,2023-08-12 18:14:15
291,84,email,агата.пестова84@example.kz,True,True,2023-08-12 18:14:15
292,84,address,"ст. Архангельск, алл. Проточная, д. 96 к. 3, 508821",True,False,2023-08-12 18:14:15
293,85,phone,+7 099 688 1435,True,True,2024-11-18 01:13:30
294,85,email,иванна.лыткина85@example.kz,True,True,2024-11-18 01:13:30
295,85,address,"клх Тобольск, алл. Воронежская, д. 59, 129087",True,False,2024-11-18 01:13:30
296,85,phone,8 (141) 413-9755,False,False,2024-11-18 01:13:30
297,86,phone,+7 (314) 913-57-75,True,True,2024-07-18 19:40:50
298,86,email,сидор.фадеев86@example.kz,True,True,2024-07-18 19:40:50
299,86,address,"д. Хасавюрт, ш. Куйбышева, д. 3/1 к. 4, 645257",True,False,2024-07-18 19:40:50
300,86,phone,8 (754) 781-29-14,False,False,2024-07-18 19:40:50
301,87,phone,+7 (834) 110-80-99,True,True,2025-07-08 02:20:14
302,87,email,денис.селезнев87@example.kz,True,True,2025-07-08 02:20:14
303,87,address,"г. Усть-Илимск, пер. Дорожников, д. 75 к. 59, 788165",True,False,2025-07-08 02:20:14
304,87,phone,8 (039) 282-7229,False,False,2025-07-08 02:20:14
305,88,phone,82750373145,True,True,2024-08-23 16:08:09
306,88,email,валентина.беспалова88@example.kz,True,True,2024-08-23 16:08:09
307,88,address,"клх Каргасок, ш. Ватутина, д. 8/8 стр. 205, 498926",True,False,2024-08-23 16:08:09
308,89,phone,8 591 846 38 65,True,True,2025-02-07 16:30:53
309,89,email,ярослав.петухов89@example.kz,True,True,2025-02-07 16:30:53
310,89,address,"ст. Старая Русса, ул. О.Кошевого, д. 37 стр. 91, 322259",True,False,2025-02-07 16:30:53
311,89,phone,+7 365 177 73 92,False,False,2025-02-07 16:30:53
312,90,phone,8 030 299 22 80,True,True,2024-08-08 23:54:35
313,90,email,прасковья.кошелева90@example.kz,True,True,2024-08-08 23:54:35
314,90,address,"п. Красноярск, пер. Кольцова, д. 441, 977236",True,False,2024-08-08 23:54:35
315,91,phone,82929842579,True,True,2024-11-15 22:23:25
316,91,email,евстафий.степанов91@example.kz,True,True,2024-11-15 22:23:25
317,91,address,"с. Орехово-Зуево, ул. Юбилейная, д. 98, 291279",True,False,2024-11-15 22:23:25
318,92,phone,80881172980,True,True,2024-04-23 07:34:28
319,92,email,мстислав.фадеев92@example.kz,True,True,2024-04-23 07:34:28
320,92,address,"к. Балашиха, пер. Карла Либкнехта, д. 77 стр. 2, 247314",True,False,2024-04-23 07:34:28
321,92,phone,88643009818,False,False,2024-04-23 07:34:28
322,93,phone,+7 635 651 2694,True,True,2024-01-05 05:40:30
323,93,email,галина.потапова93@example.kz,True,True,2024-01-05 05:40:30
324,93,address,"д. Норильск, наб. М.Горького, д. 96 стр. 3/6, 449562",True,False,2024-01-05 05:40:30
325,93,phone,+7 372 138 65 89,False,False,2024-01-05 05:40:30
326,94,phone,+7 260 127 9611,True,True,2025-07-09 07:19:14
327,94,email,светлана.русакова94@example.kz,True,True,2025-07-09 07:19:14
328,94,address,"к. Валаам, ул. Серова, д. 9/5 стр. 827, 384309",True,False,2025-07-09 07:19:14
329,94,phone,8 (839) 205-3021,False,False,2025-07-09 07:19:14
330,95,phone,+76566938011,True,True,2024-01-08 19:26:47
331,95,email,август.моисеев95@example.kz,True,True,2024-01-08 19:26:47
332,95,address,"к. Кяхта, пер. Омский, д. 7/1, 268181",True,False,2024-01-08 19:26:47
333,95,phone,8 (451) 848-9476,False,False,2024-01-08 19:26:47
334,96,phone,87357790714,True,True,2024-06-07 14:45:41
335,96,email,лидия.емельянова96@example.kz,True,True,2024-06-07 14:45:41
336,96,address,"клх Кетченеры, бул. Угловой, д. 7 стр. 9, 434165",True,False,2024-06-07 14:45:41
337,97,phone,+7 827 553 94 23,True,True,2025-03-11 01:54:38
338,97,email,адам.макаров97@example.kz,True,True,2025-03-11 01:54:38
339,97,address,"п. Кондопога, алл. Курганная, д. 63 к. 21, 790807",True,False,2025-03-11 01:54:38
340,97,phone,8 957 947 2846,False,False,2025-03-11 01:54:38
