customer_id,first_name,last_name,iin,birth_date,gender,city,segment,manager_id,registered_at,updated_at
50,Аполлон,Данилов,768696345702,1997-04-11,M,Shymkent,mass,9,2024-04-04 15:16:12,2024-08-20 15:16:12
51,Александра,Константинова,828487319198,1995-08-27,F,Semey,mass,6,2024-07-05 07:01:43,2024-10-14 07:01:43
52,Лука,Власов,372363646936,2018-02-07,M,Astana,premium,30,2025-04-04 06:52:31,2025-09-30 06:52:31
53,Ираида,Голубева,009125339655,1973-11-11,F,Pavlodar,premium,7,2024-03-06 10:52:52,2024-07-09 10:52:52
54,Екатерина,Сысоева,349806593311,2000-10-17,F,Astana,premium,14,2023-05-14 15:57:16,2023-10-25 15:57:16
55,Ферапонт,Шашков,728558277529,1971-08-30,M,Semey,mass,12,2025-11-09 13:44:52,2025-12-07 13:44:52
56,Лука,Соболев,750214104354,1979-11-16,M,Atyrau,mass,47,2025-08-18 23:37:10,2026-03-06 23:37:10
57,Полина,Афанасьева,984174831165,1989-03-04,F,Pavlodar,premium,34,2024-09-17 03:58:57,2024-12-01 03:58:57
58,Оксана,Баранова,716858484837,1988-01-15,F,Pavlodar,mass,43,2024-07-31 04:32:54,2024-10-04 04:32:54
59,Иванна,Кудрявцева,400473109564,2019-09-09,F,Pavlodar,wealth,47,2023-04-29 19:16:01,2023-05-12 19:16:01
60,Зинаида,Кононова,526218375889,2015-10-11,F,Atyrau,premium,42,2024-04-25 14:37:54,2024-09-14 14:37:54
61,Феликс,Беляков,217330854160,2007-08-04,M,Karaganda,mass,27,2024-04-16 02:06:16,2024-08-10 02:06:16
62,Иванна,Дементьева,395817004464,1979-05-04,F,Semey,mass,23,2025-07-22 12:40:14,2025-11-09 12:40:14
63,Фотий,Котов,460350321230,1998-08-20,M,Shymkent,mass,25,2025-03-15 02:16:23,2025-07-29 02:16:23
64,Фортунат,Власов,808009855741,1961-11-14,M,Taraz,mass,40,2024-08-05 06:06:18,2024-11-30 06:06:18
65,Майя,Полякова,255333315159,1991-05-06,F,Taraz,premium,42,2025-10-01 10:05:54,2025-11-07 10:05:54
66,Всеслав,Панфилов,117096455686,2016-01-11,M,Taraz,wealth,41,2025-09-16 19:43:48,2025-12-05 19:43:48
67,Семен,Тарасов,675304032690,2013-04-18,M,Semey,mass,30,2024-10-06 21:29:32,2025-03-03 21:29:32
68,Анисим,Самойлов,341018375124,1999-06-03,M,Semey,premium,40,2024-09-26 05:18:48,2024-11-05 05:18:48
69,Валерия,Степанова,760633532896,1973-06-28,F,Taraz,mass,38,2024-12-14 14:35:34,2025-06-01 14:35:34
70,Гордей,Вишняков,635933786876,2007-03-23,M,Astana,premium,43,2023-06-06 12:40:19,2023-09-22 12:40:19
71,Наталья,Кириллова,937191275575,2019-05-21,F,Taraz,wealth,40,2025-12-12 12:40:49,2026-01-14 12:40:49
72,Ангелина,Блинова,669703796772,1981-06-16,F,Aktobe,wealth,31,2025-07-26 18:48:07,2025-09-13 18:48:07
73,Марина,Кириллова,775411680439,2006-04-14,F,Astana,mass,6,2024-02-05 05:31:31,2024-08-18 05:31:31
74,Руслан,Лобанов,149243005293,1962-07-12,M,Taraz,mass,46,2025-03-26 09:02:28,2025-09-08 09:02:28
75,Зоя,Лыткина,286174002857,2007-05-08,F,Pavlodar,mass,50,2023-10-12 19:51:58,2023-12-24 19:51:58
76,Фадей,Самойлов,474195052146,1981-07-31,M,Atyrau,mass,12,2025-02-25 20:56:45,2025-08-14 20:56:45
77,Автоном,Федосеев,575080337302,2018-12-13,M,Astana,wealth,38,2024-07-12 12:55:27,2025-01-16 12:55:27
78,Валерия,Федосеева,368694117902,1977-11-23,F,Almaty,mass,20,2025-08-16 22:37:26,2025-12-25 22:37:26
79,Синклитикия,Ситникова,062806274449,1990-06-01,F,Shymkent,mass,45,2023-09-18 06:29:44,2024-01-23 06:29:44
80,Ираида,Комиссарова,044912132471,1999-10-28,F,Taraz,mass,3,2023-05-29 07:42:09,2023-12-01 07:42:09
81,Лукия,Макарова,990638691670,1966-01-12,F,Karaganda,wealth,42,2024-04-10 10:42:20,2024-07-12 10:42:20
82,Кира,Кудряшова,143401332901,2006-06-13,F,Pavlodar,premium,8,2024-12-03 05:57:22,2025-02-08 05:57:22
83,Галина,Панова,294184840683,1991-03-03,F,Astana,premium,35,2024-01-10 09:46:21,2024-03-24 09:46:21
84,Агата,Пестова,967512170538,2009-06-28,F,Shymkent,premium,6,2023-08-12 18:14:15,2023-08-28 18:14:15
85,Иванна,Лыткина,578096463876,1976-04-28,F,Shymkent,mass,33,2024-11-18 01:13:30,2024-12-02 01:13:30
86,Сидор,Фадеев,192952019266,1968-05-19,M,Semey,premium,11,2024-07-18 19:40:50,2024-12-16 19:40:50
87,Денис,Селезнев,939080972256,1962-09-19,M,Oskemen,premium,35,2025-07-08 02:20:14,2025-09-20 02:20:14
88,Валентина,Беспалова,620044263778,1995-10-09,F,Shymkent,wealth,24,2024-08-23 16:08:09,2025-01-01 16:08:09
89,Ярослав,Петухов,220236281353,1974-04-18,M,Oskemen,premium,30,2025-02-07 16:30:53,2025-06-14 16:30:53
90,Прасковья,Кошелева,592304864584,1983-09-23,F,Taraz,wealth,26,2024-08-08 23:54:35,2024-11-09 23:54:35
91,Евстафий,Степанов,150572961937,1990-06-03,M,Semey,mass,49,2024-11-15 22:23:25,2024-12-21 22:23:25
92,Мстислав,Фадеев,007851819336,1986-11-05,M,Atyrau,mass,33,2024-04-23 07:34:28,2024-08-31 07:34:28
93,Галина,Потапова,836957760497,2011-11-24,F,Atyrau,mass,47,2024-01-05 05:40:30,2024-01-18 05:40:30
94,Светлана,Русакова,681609103164,2014-11-09,F,Oskemen,wealth,48,2025-07-09 07:19:14,2026-01-11 07:19:14
95,Август,Моисеев,594394556868,1983-09-19,M,Atyrau,mass,13,2024-01-08 19:26:47,2024-03-11 19:26:47
96,Лидия,Емельянова,776445972558,1995-05-25,F,Taraz,wealth,10,2024-06-07 14:45:41,2024-08-20 14:45:41
97,Адам,Макаров,967282521720,2007-08-23,M,Karaganda,premium,15,2025-03-11 01:54:38,2025-03-24 01:54:38
98,Митофан,Шашков,170594984193,2017-12-11,M,Almaty,wealth,6,2024-11-02 13:14:30,2025-04-17 13:14:30
99,Леон,Журавлев,991819934999,1963-05-12,M,Almaty,mass,37,2024-07-01 00:13:06,2024-12-02 00:13:06
100,Арефий,Журавлев,954984111421,1990-03-30,M,Aktobe,premium,44,2023-05-25 13:41:31,2023-12-04 13:41:31
101,Ферапонт,Блохин,885061132227,1989-07-28,M,Aktobe,premium,47,2025-07-04 04:05:20,2025-11-27 04:05:20
102,Богдан,Михайлов,264169876693,1979-10-24,M,Karaganda,mass,31,2025-04-07 03:36:16,2025-05-16 03:36:16
103,Пелагея,Авдеева,797887657553,2010-08-12,F,Astana,mass,36,2023-11-26 04:36:34,2024-04-03 04:36:34
104,Архип,Мишин,351250584540,2001-06-25,M,Aktobe,premium,2,2024-05-23 06:50:50,2024-09-01 06:50:50
105,Синклитикия,Комиссарова,503099090477,2017-12-11,F,Pavlodar,mass,25,2023-09-16 23:12:47,2024-01-08 23:12:47
106,Василиса,Гусева,818193198794,2008-11-04,F,Pavlodar,premium,25,2024-12-11 21:16:18,2025-02-07 21:16:18
107,Савелий,Блохин,187066982054,1964-05-14,M,Karaganda,premium,3,2024-09-15 12:50:43,2024-12-26 12:50:43
108,Таисия,Сергеева,805287356331,2019-03-25,F,Semey,mass,27,2025-05-05 06:46:12,2025-07-20 06:46:12
109,Иванна,Лобанова,716503635642,1976-06-30,F,Semey,mass,16,2025-10-29 06:22:04,2025-12-25 06:22:04
110,Элеонора,Родионова,404453230435,1977-02-01,F,Almaty,mass,25,2023-08-05 01:50:09,2024-01-24 01:50:09
111,Еремей,Гущин,775483909919,2002-12-19,M,Karaganda,premium,39,2023-07-20 21:47:09,2024-01-16 21:47:09
112,Тимур,Симонов,735325409489,1993-04-04,M,Taraz,mass,3,2024-11-19 16:24:40,2025-04-12 16:24:40
113,Евстигней,Кулаков,557212525937,2003-11-02,M,Oskemen,mass,11,2023-12-02 19:58:44,2024-06-06 19:58:44
114,Ксения,Власова,495600896748,1980-10-05,F,Astana,premium,10,2025-07-10 19:13:26,2025-07-12 19:13:26
115,Мстислав,Быков,666440505290,1998-08-18,M,Shymkent,mass,7,2024-07-31 09:36:57,2024-12-12 09:36:57
116,Софрон,Савельев,237094262809,2018-04-21,M,Almaty,mass,26,2025-04-28 17:20:27,2025-08-03 17:20:27
117,Варвара,Крылова,014475805028,2010-11-06,F,Oskemen,mass,3,2024-06-13 08:56:20,2024-07-02 08:56:20
118,Елена,Голубева,093957730128,1994-11-29,F,Semey,mass,25,2023-06-24 06:23:18,2024-01-03 06:23:18
119,Мартьян,Лебедев,590483793702,2000-06-02,M,Oskemen,mass,23,2023-10-13 01:13:55,2024-03-02 01:13:55
120,Феврония,Жданова,606770176731,1960-06-19,F,Aktobe,mass,24,2024-10-14 18:16:23,2025-04-26 18:16:23
121,Елизавета,Сафонова,455105578047,2010-03-13,F,Karaganda,premium,34,2025-09-17 19:54:49,2025-10-30 19:54:49
122,Елена,Иванова,211227397464,1972-02-26,F,Aktobe,mass,26,2025-07-10 19:42:41,2025-10-03 19:42:41
123,Анжела,Рогова,486536641337,2016-10-11,F,Oskemen,premium,16,2023-09-29 13:31:39,2023-12-21 13:31:39
124,Анастасия,Данилова,919170792780,1996-09-14,F,Oskemen,mass,41,2025-03-18 11:36:53,2025-06-03 11:36:53
125,Артем,Лихачев,434555984097,2008-03-02,M,Atyrau,premium,6,2025-04-16 02:50:15,2025-05-13 02:50:15
126,Амос,Самойлов,609637940255,2012-01-30,M,Atyrau,mass,29,2024-02-26 02:37:50,2024-05-31 02:37:50
127,Лора,Богданова,530149191342,2003-04-29,F,Taraz,mass,7,2024-09-12 02:22:16,2025-01-02 02:22:16
128,Раиса,Фролова,818661921159,1980-10-19,F,Pavlodar,premium,12,2025-02-07 21:40:58,2025-03-26 21:40:58
129,Ирина,Агафонова,844022775753,1977-09-05,F,Oskemen,mass,17,2024-11-20 23:12:21,2025-05-10 23:12:21
130,Пелагея,Соболева,331341689563,1981-05-27,F,Aktobe,mass,12,2024-07-08 03:39:22,2024-10-11 03:39:22
131,Тимур,Титов,131666954134,1964-10-22,M,Taraz,mass,32,2024-07-25 11:33:22,2024-08-28 11:33:22
132,Филимон,Игнатьев,644741572022,2001-01-10,M,Atyrau,premium,50,2023-09-18 11:24:28,2024-04-01 11:24:28
133,Олимпиада,Николаева,178380759187,1986-09-16,F,Almaty,mass,17,2024-06-16 07:52:24,2024-09-13 07:52:24
134,Савватий,Константинов,285376112203,1985-03-20,M,Atyrau,premium,11,2024-10-07 20:10:09,2024-12-28 20:10:09
135,Надежда,Пономарева,598174026711,1988-11-23,F,Karaganda,wealth,44,2025-03-09 05:42:06,2025-06-17 05:42:06
136,Антонина,Белова,630774768445,1968-05-10,F,Oskemen,premium,43,2025-08-07 05:19:43,2026-02-01 05:19:43
137,Нина,Казакова,398432518787,1964-02-14,F,Astana,premium,30,2023-08-13 21:09:26,2023-08-17 21:09:26
138,Панфил,Тихонов,092616192623,2018-03-20,M,Shymkent,mass,26,2023-05-24 18:31:31,2023-10-31 18:31:31
139,Октябрина,Князева,400205540318,1971-11-10,F,Oskemen,mass,15,2023-12-18 01:11:46,2024-03-25 01:11:46
140,Аполлинарий,Муравьев,323886605613,1979-02-11,M,Shymkent,mass,40,2023-12-13 20:53:40,2024-06-05 20:53:40
141,Антонина,Семенова,175393120566,1962-05-28,F,Aktobe,mass,34,2023-08-03 17:54:03,2024-01-05 17:54:03
142,Олимпий,Артемьев,089414559991,2010-12-28,M,Pavlodar,mass,35,2023-11-26 11:41:19,2024-05-18 11:41:19
143,Мартьян,Лаврентьев,002007565470,2008-02-20,M,Semey,premium,10,2023-11-10 08:10:56,2024-01-20 08:10:56
144,Велимир,Крылов,285368606780,1967-09-26,M,Pavlodar,mass,30,2025-02-16 21:27:02,2025-07-22 21:27:02
145,Евдоким,Пономарев,717719577117,1984-02-10,M,Astana,wealth,2,2025-02-17 02:12:18,2025-05-13 02:12:18
146,Синклитикия,Третьякова,750434532157,1980-06-28,F,Semey,mass,3,2025-03-27 07:55:44,2025-03-30 07:55:44
147,Вышеслав,Родионов,919087622938,2011-04-11,M,Taraz,mass,33,2025-11-13 08:36:36,2026-05-04 08:36:36
148,Добромысл,Матвеев,990428350253,2015-11-13,M,Karaganda,mass,24,2025-06-30 16:08:27,2025-11-28 16:08:27
149,Октябрина,Крылова,571905660373,1987-08-03,F,Astana,mass,34,2023-10-31 17:13:03,2023-12-30 17:13:03
150,Анжела,Зуева,202848475563,2013-02-06,F,Atyrau,mass,28,2024-08-14 22:50:15,2025-01-30 22:50:15
151,Ульян,Комаров,387732027511,2001-10-23,M,Taraz,mass,8,2025-05-02 14:43:06,2025-09-16 14:43:06
152,Алла,Кулагина,480837628179,1995-07-20,F,Semey,mass,44,2023-04-18 17:31:41,2023-07-03 17:31:41
153,София,Дьячкова,855017107214,2016-07-18,F,Astana,premium,38,2023-09-13 18:58:35,2023-11-18 18:58:35
154,Агафон,Лыткин,680881909474,1994-05-03,M,Pavlodar,mass,23,2025-12-08 21:47:03,2026-01-31 21:47:03
155,Вадим,Гущин,166648403467,1982-05-09,M,Semey,wealth,2,2025-03-24 15:31:04,2025-06-29 15:31:04
156,Жанна,Сергеева,353205082843,2012-05-23,F,Karaganda,mass,7,2024-08-26 06:09:29,2024-10-28 06:09:29
157,Орест,Мартынов,909287388158,1992-03-09,M,Atyrau,mass,46,2025-04-02 06:07:10,2025-09-28 06:07:10
158,Ольга,Соболева,519843402250,2015-02-04,F,Karaganda,wealth,9,2023-05-05 05:23:51,2023-07-31 05:23:51
159,Олег,Лихачев,171153076533,1974-02-17,M,Pavlodar,wealth,41,2023-06-04 13:56:59,2023-10-06 13:56:59
160,Анастасия,Сергеева,863683721075,2010-11-29,F,Almaty,mass,39,2025-07-05 01:24:16,2025-09-24 01:24:16
161,Натан,Смирнов,430336986730,1978-10-23,M,Karaganda,premium,5,2024-03-16 05:53:01,2024-06-13 05:53:01
162,Мария,Белоусова,044148338757,1980-03-27,F,Shymkent,mass,5,2023-10-17 20:14:00,2023-10-25 20:14:00
163,Оксана,Дмитриева,013758056409,1974-10-20,F,Atyrau,mass,11,2025-12-10 13:43:54,2025-12-23 13:43:54
164,Панфил,Игнатов,677222058134,1986-06-04,M,Atyrau,mass,13,2025-01-25 17:47:34,2025-02-18 17:47:34
165,Федор,Нестеров,941748263331,1964-01-02,M,Aktobe,mass,30,2025-06-02 18:19:42,2025-08-08 18:19:42
166,Севастьян,Степанов,160684720359,2002-08-07,M,Atyrau,mass,31,2023-08-26 15:23:57,2023-11-10 15:23:57
167,Евграф,Анисимов,555919491210,1967-01-11,M,Pavlodar,mass,41,2024-11-21 01:57:28,2024-12-28 01:57:28
168,Екатерина,Меркушева,033324876544,1973-04-18,F,Atyrau,premium,38,2025-02-06 00:01:09,2025-08-19 00:01:09
169,Арефий,Савин,125343460216,1996-01-15,M,Almaty,mass,22,2023-05-28 20:23:11,2023-11-20 20:23:11
170,Тит,Семенов,233738869237,1988-10-14,M,Aktobe,premium,27,2025-11-10 00:29:02,2026-04-13 00:29:02
171,Лонгин,Павлов,877885135188,1962-08-06,M,Shymkent,mass,13,2025-06-21 09:46:02,2025-07-05 09:46:02
172,Антип,Логинов,313439624494,2009-06-18,M,Taraz,mass,11,2025-11-27 09:56:02,2026-02-01 09:56:02
173,Самсон,Овчинников,159866240770,1971-11-14,M,Shymkent,premium,1,2025-03-14 23:35:57,2025-05-10 23:35:57
174,Светлана,Яковлева,643324683156,1993-07-28,F,Semey,premium,39,2024-04-17 14:14:15,2024-09-19 14:14:15
175,Анастасия,Кондратьева,096827821788,2013-10-30,F,Pavlodar,premium,21,2025-02-28 02:53:30,2025-08-21 02:53:30
176,Симон,Федоров,924307517257,1992-02-29,M,Semey,mass,11,2023-12-23 23:18:29,2024-06-08 23:18:29
177,Дорофей,Виноградов,775998622848,1993-05-06,M,Aktobe,premium,19,2025-03-05 20:29:52,2025-07-01 20:29:52
178,Чеслав,Виноградов,590858320812,1996-09-16,M,Atyrau,mass,10,2024-09-05 22:04:20,2024-11-24 22:04:20
179,Измаил,Маслов,616027174706,2016-10-31,M,Pavlodar,mass,28,2023-10-25 21:28:39,2024-02-24 21:28:39
180,Варвара,Фокина,798750072831,2005-02-26,F,Atyrau,mass,11,2025-12-26 22:25:48,2026-01-11 22:25:48
181,Филарет,Крылов,554619471980,1980-02-15,M,Shymkent,mass,47,2025-02-28 14:30:14,2025-03-05 14:30:14
182,Фока,Кириллов,736765018014,1971-02-01,M,Semey,mass,31,2025-08-26 12:14:19,2026-02-21 12:14:19
183,Андрон,Орехов,041567485627,2004-08-26,M,Karaganda,premium,13,2025-06-03 01:16:20,2025-12-19 01:16:20
184,Анжелика,Гаврилова,720429306986,1973-05-19,F,Astana,wealth,33,2023-09-01 07:47:38,2023-09-20 07:47:38
185,Фортунат,Воронцов,492088836418,1964-02-12,M,Almaty,wealth,9,2023-06-18 15:18:46,2023-12-04 15:18:46
186,Станимир,Веселов,927331448644,1974-12-18,M,Astana,mass,45,2025-01-28 12:02:32,2025-08-01 12:02:32
187,Казимир,Ершов,945467688784,2003-10-16,M,Astana,mass,29,2023-05-10 18:53:34,2023-05-21 18:53:34
188,Лонгин,Журавлев,767559635706,1982-04-20,M,Oskemen,mass,43,2025-04-07 03:40:00,2025-09-27 03:40:00
189,Иванна,Афанасьева,061888042902,2017-09-18,F,Pavlodar,mass,16,2025-07-31 06:02:21,2025-08-20 06:02:21
190,Василиса,Агафонова,841461450066,1987-04-30,F,Semey,premium,14,2024-10-02 05:31:55,2025-03-18 05:31:55
191,Клавдия,Рыбакова,024564671723,2016-11-05,F,Aktobe,premium,34,2023-05-02 13:36:08,2023-08-05 13:36:08
192,Лука,Гущин,874211828137,1964-03-03,M,Atyrau,mass,50,2025-11-14 18:28:52,2026-03-09 18:28:52
193,Анжела,Кузнецова,907545979618,1969-04-16,F,Pavlodar,premium,39,2024-02-25 05:27:52,2024-07-29 05:27:52
194,Оксана,Ефремова,972994147727,1988-02-29,F,Semey,premium,14,2024-08-01 11:33:22,2024-09-21 11:33:22
195,Феоктист,Комаров,369695631345,2019-11-08,M,Pavlodar,premium,48,2024-03-31 01:41:17,2024-08-14 01:41:17
196,Анжела,Белякова,501617122862,2008-07-20,F,Almaty,mass,29,2023-07-16 10:09:00,2023-08-11 10:09:00
197,Ермил,Селезнев,277269399350,1982-07-19,M,Karaganda,premium,50,2023-12-01 03:24:36,2024-03-23 03:24:36
198,Капитон,Титов,675679216115,1993-11-03,M,Almaty,mass,18,2023-06-11 03:14:15,2023-10-31 03:14:15
199,Любовь,Бобылева,237113096645,1992-02-15,F,Astana,wealth,46,2025-08-19 18:22:06,2025-11-08 18:22:06
200,Архип,Бобылев,715438632964,2010-05-11,M,Almaty,mass,43,2023-04-26 18:26:56,2023-07-23 18:26:56
201,Зинаида,Фомина,696399352983,2005-08-22,F,Oskemen,mass,3,2025-04-28 03:20:02,2025-07-12 03:20:02
202,Кондратий,Яковлев,195006784157,1999-01-17,M,Astana,premium,44,2025-02-05 07:54:54,2025-03-16 07:54:54
203,Порфирий,Щукин,007552236406,2007-12-25,M,Almaty,premium,47,2024-09-16 01:38:58,2025-02-21 01:38:58
204,Тихон,Крюков,709173074364,2007-11-10,M,Karaganda,mass,48,2023-11-17 00:22:58,2024-02-25 00:22:58
205,Клавдия,Костина,697739551055,1967-08-21,F,Aktobe,mass,48,2023-04-22 03:50:41,2023-10-28 03:50:41
206,Светлана,Кузнецова,811621650795,2017-11-01,F,Semey,mass,19,2025-05-28 10:02:19,2025-11-15 10:02:19
207,Фадей,Петухов,593622014366,1973-09-02,M,Atyrau,premium,24,2025-04-18 20:47:14,2025-07-07 20:47:14
208,Валентина,Субботина,776236344741,2017-11-30,F,Atyrau,mass,18,2025-07-11 23:39:45,2025-08-15 23:39:45
209,Всеволод,Белоусов,000505459559,2002-05-09,M,Shymkent,mass,26,2025-04-05 00:03:20,2025-06-01 00:03:20
210,Валерия,Белозерова,030299671155,1973-02-11,F,Oskemen,mass,3,2025-08-15 09:27:28,2025-10-10 09:27:28
211,Валентина,Кононова,265739806196,1984-07-14,F,Aktobe,premium,35,2025-05-07 21:43:37,2025-09-29 21:43:37
212,Фадей,Степанов,580292483780,1972-06-19,M,Oskemen,mass,15,2024-12-10 03:35:37,2024-12-29 03:35:37
213,Ираида,Боброва,371287442180,1963-11-14,F,Shymkent,premium,38,2025-05-28 19:48:50,2025-07-08 19:48:50
214,Эрнест,Никитин,502195507620,2000-04-19,M,Atyrau,mass,31,2024-03-26 07:57:03,2024-05-08 07:57:03
215,Мефодий,Ершов,781627345231,1978-02-25,M,Semey,wealth,33,2023-09-02 10:21:51,2024-02-24 10:21:51
216,Иванна,Селезнева,195857069509,2018-03-31,F,Pavlodar,premium,27,2023-09-06 19:21:54,2023-12-09 19:21:54
217,Селиван,Максимов,947389854279,1967-07-09,M,Aktobe,premium,35,2024-01-16 07:32:46,2024-04-29 07:32:46
218,Алла,Тарасова,751066331628,1997-12-31,F,Atyrau,mass,40,2025-06-20 23:14:13,2025-08-29 23:14:13
219,Наталья,Никонова,743523377867,2000-01-25,F,Shymkent,mass,14,2023-11-18 17:33:25,2024-03-27 17:33:25
